District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Ludhiana,Punjab,2023-10-20,13:21:07,Foggy,Rural Road,1,8,10.002363,81.461276
Imphal,Manipur,2024-11-29,01:17:05,Stormy,Highway,1,7,15.326466,92.670991
New Delhi,Delhi,2022-03-22,11:32:18,Foggy,Rural Road,1,6,32.34653,88.838613
Gurgaon,Haryana,2022-05-26,18:13:30,Clear,Urban Road,2,5,33.214307,91.185318
Dharamshala,Himachal Pradesh,2023-09-17,19:22:31,Foggy,Highway,4,2,36.682285,90.905648
Kohima,Nagaland,2023-03-28,22:26:26,Rainy,Urban Road,3,6,25.560502,78.859832
Surat,Gujarat,2024-12-07,08:57:23,Foggy,Highway,5,6,30.547514,78.265962
Amritsar,Punjab,2023-04-21,15:00:17,Rainy,Highway,2,9,35.564504,87.747589
Vadodara,Gujarat,2024-05-09,02:25:31,Cloudy,Rural Road,1,6,28.955578,81.613399
Indore,Madhya Pradesh,2024-11-12,10:57:02,Clear,Rural Road,3,3,10.603916,85.213669
Itanagar,Arunachal Pradesh,2022-01-02,02:18:03,Foggy,Urban Road,5,6,15.614884,91.991546
Chennai,Tamil Nadu,2023-01-28,00:17:31,Clear,Highway,4,2,26.172601,83.838589
Margao,Goa,2022-01-25,11:48:25,Clear,Rural Road,1,1,36.866728,72.1901
Kottayam,Kerala,2021-05-30,20:35:20,Rainy,Rural Road,1,8,26.049919,73.71926
Vadodara,Gujarat,2022-08-10,03:35:58,Cloudy,Rural Road,4,5,18.139744,93.102077
Shillong,Meghalaya,2021-04-02,18:25:54,Foggy,Highway,5,10,25.18549,80.226599
Aizawl,Mizoram,2024-10-29,22:31:55,Cloudy,Urban Road,2,2,34.656997,96.349857
Haridwar,Uttarakhand,2024-03-15,15:40:23,Stormy,Urban Road,3,4,23.088218,81.117445
Aizawl,Mizoram,2022-09-22,00:40:46,Clear,Urban Road,2,2,22.628733,82.991441
Gaya,Bihar,2021-08-04,07:39:21,Foggy,Rural Road,3,6,36.289166,84.231899
New Delhi,Delhi,2021-05-04,23:48:43,Rainy,Rural Road,2,1,36.136604,89.822571
Jamshedpur,Jharkhand,2023-10-17,20:21:36,Cloudy,Urban Road,2,10,8.146464,96.523388
Shillong,Meghalaya,2024-07-16,19:13:38,Clear,Highway,1,3,21.384085,68.691516
Imphal,Manipur,2021-11-29,05:30:34,Foggy,Urban Road,3,1,25.017132,76.225121
Patna,Bihar,2024-05-15,21:16:02,Stormy,Urban Road,5,7,27.77753,71.227704
Kolkata,West Bengal,2025-01-18,00:38:25,Stormy,Rural Road,5,8,24.522272,81.211009
Warangal,Telangana,2023-02-14,10:10:31,Cloudy,Highway,2,5,30.003139,73.976357
Ludhiana,Punjab,2023-02-26,22:39:34,Clear,Rural Road,1,7,30.907545,90.954509
Alappuzha,Kerala,2021-09-16,17:04:07,Stormy,Urban Road,1,3,36.366074,80.821822
Gurgaon,Haryana,2023-05-26,04:46:11,Rainy,Rural Road,5,5,36.60847,81.432083
Hyderabad,Telangana,2023-03-03,00:27:30,Rainy,Urban Road,5,2,10.760455,85.507326
Guwahati,Assam,2023-10-18,07:01:46,Foggy,Rural Road,2,1,19.117711,91.458497
Ludhiana,Punjab,2022-08-02,07:51:37,Stormy,Rural Road,1,10,12.598251,93.481968
Mysuru,Karnataka,2023-07-01,05:43:33,Stormy,Rural Road,1,0,25.489411,73.488429
Pune,Maharashtra,2021-12-19,22:05:36,Rainy,Urban Road,5,4,23.748879,78.148022
Dharamshala,Himachal Pradesh,2021-05-31,15:24:15,Rainy,Urban Road,5,5,23.116144,84.127764
Jabalpur,Madhya Pradesh,2024-11-22,15:11:03,Foggy,Highway,2,8,16.455024,68.018391
Kohima,Nagaland,2024-09-18,09:04:08,Cloudy,Rural Road,1,9,21.024399,74.518252
Gurgaon,Haryana,2022-07-01,05:27:13,Clear,Highway,5,4,23.506746,87.857414
Raipur,Chhattisgarh,2023-05-07,17:43:44,Stormy,Highway,5,9,8.505135,74.900837
Jaipur,Rajasthan,2022-10-16,02:46:37,Foggy,Urban Road,1,4,30.996179,89.199104
Dharamshala,Himachal Pradesh,2024-11-18,06:22:26,Rainy,Urban Road,3,1,25.833169,81.842316
Muzaffarpur,Bihar,2022-08-23,00:51:27,Clear,Rural Road,3,7,9.835677,82.641039
Vijayawada,Andhra Pradesh,2021-10-09,00:37:07,Foggy,Urban Road,2,5,8.968411,87.588852
Indore,Madhya Pradesh,2021-04-09,11:44:07,Foggy,Highway,1,3,17.225692,76.68787
Mysuru,Karnataka,2021-05-24,18:34:38,Clear,Highway,3,7,14.478488,69.032016
Alappuzha,Kerala,2024-07-09,16:47:48,Stormy,Urban Road,4,8,35.766506,69.578267
Ahmedabad,Gujarat,2024-06-11,11:49:03,Clear,Urban Road,1,2,21.934051,81.564885
Jaipur,Rajasthan,2022-11-13,00:45:13,Cloudy,Rural Road,2,7,14.131103,85.887148
Imphal,Manipur,2025-01-12,18:59:11,Cloudy,Highway,2,0,8.196839,85.054593
Ahmedabad,Gujarat,2021-08-21,12:20:21,Clear,Rural Road,5,0,35.496981,91.983127
Jabalpur,Madhya Pradesh,2024-10-05,14:41:45,Rainy,Rural Road,1,0,10.336347,76.798148
Kolkata,West Bengal,2022-03-16,07:34:21,Cloudy,Highway,4,4,21.753951,89.886881
Vadodara,Gujarat,2024-02-16,17:18:04,Stormy,Highway,4,6,25.320404,88.203108
Bhopal,Madhya Pradesh,2023-02-06,02:08:34,Cloudy,Highway,2,6,29.230196,89.463526
Jamshedpur,Jharkhand,2025-01-09,09:52:48,Clear,Highway,4,6,15.231379,88.535669
Mumbai,Maharashtra,2024-11-13,21:00:24,Foggy,Highway,3,10,10.402223,77.247715
Darjeeling,West Bengal,2023-09-21,07:49:12,Cloudy,Highway,4,9,22.09371,75.555969
Shillong,Meghalaya,2022-07-11,00:28:54,Cloudy,Highway,4,8,32.634786,74.372796
Darjeeling,West Bengal,2024-07-26,00:36:17,Rainy,Rural Road,3,0,17.60462,83.576454
Patna,Bihar,2024-12-17,05:32:53,Cloudy,Highway,2,8,13.310155,84.518369
Thiruvananthapuram,Kerala,2023-08-27,03:32:18,Rainy,Highway,3,8,16.802453,89.989657
Kolkata,West Bengal,2022-11-13,11:13:50,Rainy,Urban Road,2,7,14.155438,89.239416
New Delhi,Delhi,2022-01-18,10:51:15,Clear,Highway,2,10,27.549843,95.71751
Ranchi,Jharkhand,2021-12-08,11:19:24,Rainy,Highway,5,4,14.304726,96.358539
Nagpur,Maharashtra,2023-10-23,06:22:10,Cloudy,Rural Road,4,5,12.853182,74.521335
Shimla,Himachal Pradesh,2023-11-22,00:00:05,Stormy,Urban Road,2,2,8.692592,85.261686
Agartala,Tripura,2022-03-26,00:51:50,Foggy,Highway,4,0,31.096263,73.570804
Bhubaneswar,Odisha,2024-01-21,07:54:41,Rainy,Urban Road,2,8,25.371195,74.263845
Guwahati,Assam,2022-04-23,18:31:32,Foggy,Highway,2,1,33.019498,81.285361
Imphal,Manipur,2023-08-21,06:20:31,Foggy,Highway,5,6,29.399863,84.097341
Amritsar,Punjab,2024-02-28,02:33:25,Stormy,Rural Road,5,0,14.104829,83.321816
Dibrugarh,Assam,2022-06-02,01:06:28,Rainy,Urban Road,4,10,16.616485,70.463955
Kannur,Kerala,2022-03-08,13:03:19,Stormy,Highway,3,0,17.047469,70.176773
Kolkata,West Bengal,2024-09-29,06:01:09,Foggy,Highway,5,4,22.044088,96.997484
Chennai,Tamil Nadu,2024-04-29,15:27:23,Foggy,Rural Road,2,9,19.486655,95.744652
Amritsar,Punjab,2024-09-09,20:20:02,Cloudy,Rural Road,3,5,27.541324,74.969168
Kohima,Nagaland,2021-09-05,14:15:52,Clear,Highway,3,7,26.123538,89.204333
Shillong,Meghalaya,2022-08-29,19:26:24,Clear,Highway,3,10,15.272928,76.506829
Dehradun,Uttarakhand,2022-08-27,16:49:30,Rainy,Urban Road,5,10,13.103657,91.982395
Gurgaon,Haryana,2022-06-11,17:49:09,Stormy,Highway,3,7,10.013051,72.090938
Bhubaneswar,Odisha,2024-06-18,18:29:41,Cloudy,Urban Road,2,0,25.293915,80.566001
Bhubaneswar,Odisha,2023-09-06,08:55:36,Foggy,Rural Road,2,8,17.948548,88.415245
Visakhapatnam,Andhra Pradesh,2023-10-26,18:17:12,Clear,Highway,3,8,18.868592,93.01057
Dehradun,Uttarakhand,2023-10-10,02:11:49,Rainy,Urban Road,1,9,29.405594,92.500984
Shimla,Himachal Pradesh,2025-01-31,16:48:46,Stormy,Urban Road,4,10,33.31106,81.248408
Nagpur,Maharashtra,2022-09-16,06:38:32,Rainy,Highway,5,2,15.92216,85.281242
Margao,Goa,2024-04-28,02:39:09,Rainy,Urban Road,2,0,23.116085,69.616407
Alappuzha,Kerala,2022-09-12,18:49:34,Cloudy,Rural Road,4,3,25.019444,69.82112
Kolkata,West Bengal,2023-06-03,19:28:23,Rainy,Urban Road,4,8,34.123025,88.670993
Warangal,Telangana,2025-02-13,09:22:38,Stormy,Highway,1,8,8.12275,89.394141
Aizawl,Mizoram,2021-03-26,15:41:00,Foggy,Urban Road,5,10,22.866112,90.753503
Wayanad,Kerala,2024-06-25,01:39:16,Rainy,Highway,1,1,31.215884,76.571096
Chennai,Tamil Nadu,2024-10-12,14:17:20,Foggy,Rural Road,5,3,8.339121,79.68493
Aizawl,Mizoram,2022-01-15,01:34:54,Foggy,Rural Road,2,8,16.744787,84.238331
Itanagar,Arunachal Pradesh,2022-08-21,22:24:05,Clear,Highway,4,8,17.659297,84.688511
Cuttack,Odisha,2022-08-28,02:00:38,Cloudy,Rural Road,5,4,33.966656,82.873621
New Delhi,Delhi,2023-12-18,06:28:58,Foggy,Urban Road,5,8,32.127102,88.663261
Dimapur,Nagaland,2023-10-17,10:07:56,Clear,Rural Road,1,6,11.700001,85.589364
Thiruvananthapuram,Kerala,2024-11-20,07:34:06,Foggy,Highway,1,3,33.333817,73.082523
Malappuram,Kerala,2021-09-05,19:50:30,Rainy,Rural Road,2,1,34.024347,92.860235
Kolkata,West Bengal,2023-09-17,07:43:42,Stormy,Rural Road,1,10,29.246545,92.108574
Cuttack,Odisha,2021-08-25,06:48:54,Cloudy,Urban Road,5,3,20.363553,74.791887
Gaya,Bihar,2022-02-22,17:32:32,Cloudy,Highway,1,3,12.285866,89.129548
Gaya,Bihar,2023-04-15,00:47:01,Rainy,Urban Road,3,0,35.52997,69.373287
Kanpur,Uttar Pradesh,2023-10-14,13:33:00,Rainy,Urban Road,3,7,24.898256,91.193687
Haridwar,Uttarakhand,2023-05-02,02:27:01,Clear,Rural Road,3,7,31.748824,68.132181
Madurai,Tamil Nadu,2022-04-11,21:01:34,Clear,Highway,3,6,17.402307,93.869617
Bhopal,Madhya Pradesh,2021-04-19,00:18:42,Foggy,Rural Road,4,10,34.987167,72.397535
Jamshedpur,Jharkhand,2022-09-06,05:21:50,Cloudy,Highway,3,9,8.693762,80.597053
New Delhi,Delhi,2022-10-19,14:12:37,Rainy,Rural Road,1,1,9.232178,93.709668
Bhopal,Madhya Pradesh,2022-05-17,11:51:47,Clear,Urban Road,4,10,33.586972,94.237397
Jaipur,Rajasthan,2024-11-18,09:16:13,Cloudy,Highway,4,10,17.498701,88.996851
Dimapur,Nagaland,2023-11-12,06:36:04,Cloudy,Highway,3,5,35.436034,72.573407
Tawang,Arunachal Pradesh,2024-11-30,17:43:06,Cloudy,Urban Road,3,10,25.836291,72.413988
Guwahati,Assam,2023-03-05,00:48:58,Stormy,Rural Road,5,0,23.361483,87.871826
Jaipur,Rajasthan,2023-03-18,06:10:36,Cloudy,Urban Road,3,4,22.181102,85.336926
Imphal,Manipur,2021-08-26,10:58:20,Rainy,Urban Road,4,1,15.569493,84.134194
Dehradun,Uttarakhand,2022-06-03,07:24:32,Foggy,Rural Road,1,6,18.42681,73.322264
Amritsar,Punjab,2022-10-05,11:08:42,Stormy,Rural Road,2,7,35.296928,71.830194
Surat,Gujarat,2023-01-24,13:17:01,Cloudy,Highway,3,6,17.761895,89.738235
Amritsar,Punjab,2021-10-30,12:53:38,Foggy,Rural Road,1,2,33.578434,78.27433
New Delhi,Delhi,2021-06-06,01:56:29,Stormy,Rural Road,5,2,24.429289,77.329209
Itanagar,Arunachal Pradesh,2022-01-03,11:17:13,Rainy,Urban Road,1,8,28.264988,95.272435
Cuttack,Odisha,2023-06-16,04:04:54,Clear,Rural Road,1,8,35.201278,75.101615
Chennai,Tamil Nadu,2023-04-23,11:56:33,Clear,Highway,4,0,34.154128,84.380358
Ahmedabad,Gujarat,2021-05-24,18:35:06,Stormy,Rural Road,3,1,17.167518,81.032188
Gaya,Bihar,2023-03-20,05:54:59,Rainy,Highway,1,8,22.806733,88.205842
Madurai,Tamil Nadu,2024-07-04,17:02:16,Rainy,Highway,2,7,26.350434,79.323418
Aizawl,Mizoram,2021-12-26,13:09:37,Rainy,Highway,1,8,25.5207,72.855513
Bhilai,Chhattisgarh,2025-02-06,07:35:23,Clear,Highway,4,2,16.474733,87.406586
Surat,Gujarat,2023-10-27,02:10:16,Clear,Highway,5,9,28.055982,68.053235
Bhilai,Chhattisgarh,2021-10-08,07:26:29,Rainy,Rural Road,2,1,17.827692,71.558621
Guwahati,Assam,2023-03-09,07:41:10,Cloudy,Urban Road,3,6,19.207098,96.70141
Darjeeling,West Bengal,2024-01-11,19:36:13,Clear,Rural Road,3,10,28.829835,88.099067
Aizawl,Mizoram,2022-08-23,06:25:10,Foggy,Rural Road,1,9,16.332097,72.491922
New Delhi,Delhi,2021-12-02,20:01:50,Rainy,Highway,2,9,8.982815,84.149084
New Delhi,Delhi,2024-11-12,12:33:51,Clear,Highway,3,2,32.80396,82.887965
Shillong,Meghalaya,2021-05-12,09:35:55,Foggy,Highway,1,8,29.1739,85.423813
Bhubaneswar,Odisha,2023-02-23,06:37:21,Cloudy,Highway,2,8,32.149531,71.958459
Jamshedpur,Jharkhand,2023-08-20,08:22:39,Cloudy,Rural Road,3,10,33.727927,85.18417
Nagpur,Maharashtra,2022-09-25,08:13:10,Cloudy,Highway,4,4,22.008714,79.534869
Dehradun,Uttarakhand,2022-02-05,19:31:02,Rainy,Rural Road,1,3,17.966031,82.785426
Guntur,Andhra Pradesh,2021-06-22,05:15:11,Foggy,Rural Road,5,4,28.266237,84.986243
Warangal,Telangana,2022-11-11,06:20:12,Stormy,Urban Road,1,0,27.332747,79.286497
Nellore,Andhra Pradesh,2023-12-10,19:05:49,Clear,Urban Road,2,7,20.886559,92.236737
Dimapur,Nagaland,2023-05-02,11:30:06,Clear,Urban Road,1,3,14.116375,69.890075
New Delhi,Delhi,2024-03-21,07:43:15,Foggy,Rural Road,4,5,33.342731,71.760294
Guwahati,Assam,2024-06-06,00:04:47,Rainy,Rural Road,5,4,13.671324,86.859221
Kohima,Nagaland,2022-03-03,10:32:35,Clear,Highway,4,3,12.149804,86.837542
Nellore,Andhra Pradesh,2025-01-28,12:40:24,Cloudy,Highway,3,10,19.959051,72.828016
Hubli,Karnataka,2023-07-04,02:05:07,Stormy,Rural Road,3,9,35.57373,69.772744
Mumbai,Maharashtra,2023-02-08,00:30:43,Cloudy,Rural Road,4,10,11.887028,92.09721
Ahmedabad,Gujarat,2023-04-19,22:40:36,Cloudy,Rural Road,2,7,35.229035,86.844691
Varanasi,Uttar Pradesh,2024-03-28,06:32:54,Clear,Highway,5,4,20.540616,87.245563
Margao,Goa,2021-03-03,23:15:37,Rainy,Highway,3,5,22.031681,69.884971
Mysuru,Karnataka,2021-07-30,17:21:38,Stormy,Highway,3,10,16.555213,75.457964
Raipur,Chhattisgarh,2022-05-03,02:47:51,Stormy,Rural Road,2,1,18.139585,73.749745
Udaipur,Rajasthan,2022-04-23,10:48:52,Stormy,Rural Road,1,1,34.631731,84.731135
Panaji,Goa,2024-12-27,00:07:38,Foggy,Rural Road,5,8,11.827166,69.006737
Warangal,Telangana,2025-02-15,16:31:35,Clear,Highway,5,6,16.483665,80.726368
Nagpur,Maharashtra,2023-02-02,01:48:00,Rainy,Highway,3,0,19.201159,75.805969
New Delhi,Delhi,2023-05-16,10:54:45,Stormy,Highway,1,6,21.347846,78.718011
Palakkad,Kerala,2023-12-08,18:55:45,Foggy,Highway,5,1,33.73696,68.147527
Agartala,Tripura,2023-12-05,09:14:11,Foggy,Highway,5,0,30.99087,93.874523
Jaipur,Rajasthan,2021-02-28,15:55:59,Foggy,Urban Road,4,2,20.577866,68.742855
Ludhiana,Punjab,2023-06-29,17:29:12,Clear,Rural Road,3,2,33.34623,69.50073
Gurgaon,Haryana,2024-04-06,06:40:22,Stormy,Urban Road,2,7,23.431316,72.116491
Kanpur,Uttar Pradesh,2025-01-05,14:41:55,Clear,Rural Road,5,5,34.594214,84.572034
Panaji,Goa,2023-05-19,05:12:28,Rainy,Highway,5,3,32.760519,96.372065
Shillong,Meghalaya,2023-12-05,07:51:13,Cloudy,Highway,1,4,15.338665,71.13274
Bhopal,Madhya Pradesh,2021-10-28,07:24:23,Cloudy,Highway,4,10,12.515486,75.016508
Guntur,Andhra Pradesh,2024-08-03,11:39:16,Stormy,Highway,4,10,32.039583,82.916385
Gurgaon,Haryana,2023-07-02,01:41:33,Stormy,Urban Road,1,7,25.963359,70.285019
Ranchi,Jharkhand,2023-03-21,00:34:25,Cloudy,Rural Road,5,7,35.212894,80.010342
Mumbai,Maharashtra,2025-01-06,22:10:34,Foggy,Highway,4,1,35.102575,79.210681
Nellore,Andhra Pradesh,2021-06-07,04:15:53,Clear,Rural Road,5,2,21.411785,69.9434
Raipur,Chhattisgarh,2023-05-17,11:53:19,Rainy,Highway,1,2,11.576873,88.445689
Shimla,Himachal Pradesh,2022-05-14,09:05:57,Stormy,Highway,4,1,32.928425,75.975265
Aizawl,Mizoram,2022-02-05,09:23:41,Rainy,Urban Road,2,1,26.840397,88.798326
Ernakulam,Kerala,2024-07-22,16:23:47,Stormy,Highway,4,2,20.269688,74.049798
Dibrugarh,Assam,2022-09-13,12:13:55,Cloudy,Urban Road,1,2,12.9757,76.380778
Agartala,Tripura,2023-03-20,06:42:10,Clear,Urban Road,5,4,9.706401,86.704414
Coimbatore,Tamil Nadu,2021-09-29,13:13:47,Stormy,Rural Road,5,7,18.76942,87.963999
Warangal,Telangana,2022-10-07,13:15:01,Clear,Highway,4,1,9.257252,84.918513
Patna,Bihar,2023-03-09,13:35:57,Cloudy,Highway,2,7,27.822104,73.784445
Amritsar,Punjab,2023-07-17,00:25:01,Stormy,Highway,5,3,26.757324,87.401934
Bhilai,Chhattisgarh,2024-11-08,02:35:45,Clear,Highway,1,9,29.551302,86.191788
Dimapur,Nagaland,2023-08-19,17:09:51,Clear,Highway,5,0,28.871657,91.493348
Surat,Gujarat,2024-07-30,05:16:54,Foggy,Urban Road,4,2,17.700627,80.690371
New Delhi,Delhi,2025-01-25,14:21:23,Foggy,Highway,1,6,19.259623,93.665148
Imphal,Manipur,2024-03-05,18:20:22,Stormy,Rural Road,5,4,20.944531,77.570792
Dehradun,Uttarakhand,2021-10-29,03:53:38,Stormy,Highway,4,7,14.849983,90.76137
Shillong,Meghalaya,2024-02-05,02:04:59,Foggy,Highway,3,9,19.990186,94.870013
Cuttack,Odisha,2023-02-04,20:52:21,Foggy,Highway,5,7,16.882645,86.175092
Raipur,Chhattisgarh,2024-11-14,10:56:18,Foggy,Rural Road,1,10,13.293335,76.248976
Darjeeling,West Bengal,2024-08-06,07:04:13,Stormy,Highway,4,1,18.210568,80.317977
Gurgaon,Haryana,2021-05-24,14:40:34,Clear,Highway,4,0,21.764423,74.699411
Warangal,Telangana,2022-01-21,16:14:05,Cloudy,Urban Road,3,2,22.30646,69.586875
Kollam,Kerala,2021-12-13,12:50:52,Rainy,Rural Road,3,7,35.565482,74.638901
Wayanad,Kerala,2023-04-22,20:01:18,Rainy,Highway,4,8,24.899059,86.200614
Udaipur,Rajasthan,2022-06-12,23:41:24,Foggy,Rural Road,4,4,18.459842,71.5228
Ranchi,Jharkhand,2024-01-13,01:42:07,Foggy,Highway,5,5,19.98526,81.090592
Margao,Goa,2023-03-14,16:48:54,Stormy,Rural Road,4,1,25.430062,88.595565
New Delhi,Delhi,2023-09-10,08:41:19,Rainy,Highway,5,10,35.458893,92.49919
Cuttack,Odisha,2022-04-02,07:49:35,Cloudy,Urban Road,5,2,11.039724,88.802798
Faridabad,Haryana,2021-09-30,11:30:29,Rainy,Urban Road,5,2,23.143596,86.748264
Agartala,Tripura,2023-03-16,23:42:48,Cloudy,Highway,5,4,26.947432,73.583824
Bhopal,Madhya Pradesh,2022-01-14,08:23:54,Cloudy,Rural Road,5,3,31.599999,75.002598
Kolkata,West Bengal,2022-08-10,22:06:58,Stormy,Rural Road,1,10,28.721805,86.800499
Kolkata,West Bengal,2023-03-27,19:49:23,Clear,Rural Road,5,2,10.290326,71.372089
Vijayawada,Andhra Pradesh,2024-02-01,16:17:05,Rainy,Highway,3,9,10.126036,82.786964
Bhubaneswar,Odisha,2024-08-19,11:56:25,Clear,Highway,4,6,30.26731,76.640595
Vijayawada,Andhra Pradesh,2023-07-05,14:55:00,Stormy,Urban Road,5,2,8.180702,90.146276
Jaipur,Rajasthan,2022-05-30,03:35:05,Clear,Highway,1,0,32.605592,80.278686
Darjeeling,West Bengal,2023-12-26,02:15:02,Clear,Urban Road,2,5,25.464426,71.329014
Tawang,Arunachal Pradesh,2024-12-21,08:49:44,Rainy,Urban Road,2,5,18.732097,68.919578
Ranchi,Jharkhand,2023-10-12,18:18:27,Cloudy,Urban Road,5,1,35.408855,93.559418
New Delhi,Delhi,2023-09-20,03:38:04,Foggy,Urban Road,4,6,33.366913,77.862656
Shimla,Himachal Pradesh,2023-12-03,01:29:25,Rainy,Rural Road,1,5,34.882142,92.05467
Madurai,Tamil Nadu,2022-11-13,11:47:07,Clear,Rural Road,4,7,16.634694,77.934135
Coimbatore,Tamil Nadu,2023-11-13,05:03:02,Stormy,Rural Road,2,7,8.270508,81.443846
Bhopal,Madhya Pradesh,2022-04-15,12:00:48,Clear,Highway,3,9,36.143804,81.940493
Agartala,Tripura,2021-10-25,14:24:07,Cloudy,Rural Road,4,8,17.763836,89.92289
Ludhiana,Punjab,2024-10-26,03:17:40,Clear,Rural Road,3,6,30.297844,70.16489
Faridabad,Haryana,2023-09-22,17:55:06,Foggy,Rural Road,3,3,17.830175,93.49969
Dharamshala,Himachal Pradesh,2022-05-23,06:54:42,Foggy,Urban Road,5,9,15.955834,69.600519
Kolkata,West Bengal,2024-07-26,18:25:05,Rainy,Urban Road,5,4,18.092376,87.892687
Tawang,Arunachal Pradesh,2024-09-08,00:56:27,Clear,Rural Road,3,10,15.147645,75.845234
Jaipur,Rajasthan,2023-11-02,15:59:13,Stormy,Highway,2,9,13.347811,79.598706
Muzaffarpur,Bihar,2021-11-18,20:46:39,Foggy,Highway,2,4,12.281239,70.040564
Dharamshala,Himachal Pradesh,2024-02-26,00:05:08,Cloudy,Highway,4,10,12.658092,88.422781
Shillong,Meghalaya,2025-01-19,08:11:42,Clear,Urban Road,3,1,22.150353,85.99473
Gaya,Bihar,2021-03-27,14:02:25,Cloudy,Urban Road,1,1,15.23343,94.954881
Lucknow,Uttar Pradesh,2021-08-16,21:16:11,Clear,Highway,2,7,23.576048,82.980286
Vijayawada,Andhra Pradesh,2024-05-05,00:38:25,Stormy,Highway,1,3,22.319945,92.800986
Shillong,Meghalaya,2022-11-03,22:49:59,Stormy,Rural Road,5,9,10.374898,95.967555
Shillong,Meghalaya,2022-11-14,12:36:21,Clear,Rural Road,3,8,18.210634,83.44812
Patna,Bihar,2022-11-01,18:40:46,Foggy,Rural Road,4,7,30.160557,68.630481
Coimbatore,Tamil Nadu,2021-05-02,22:40:46,Clear,Rural Road,1,2,17.771152,86.473584
Tawang,Arunachal Pradesh,2021-03-03,23:20:49,Foggy,Highway,4,4,19.694723,76.384312
Imphal,Manipur,2024-12-03,15:13:36,Rainy,Highway,1,10,23.546981,70.201072
Agartala,Tripura,2024-03-14,01:23:45,Foggy,Urban Road,2,3,25.196595,82.236444
Guntur,Andhra Pradesh,2022-11-08,00:48:06,Clear,Urban Road,1,6,13.926214,93.126714
Agartala,Tripura,2023-01-23,13:18:06,Stormy,Highway,4,0,27.766043,83.878639
Patna,Bihar,2021-10-10,10:08:18,Foggy,Highway,1,3,20.142564,75.812246
Madurai,Tamil Nadu,2024-01-31,07:03:32,Clear,Highway,5,3,26.115205,86.9662
Agartala,Tripura,2023-11-21,01:52:20,Foggy,Urban Road,4,4,25.319274,88.427592
Warangal,Telangana,2023-05-18,05:24:15,Clear,Rural Road,4,7,21.205426,71.714514
Surat,Gujarat,2022-08-04,14:03:30,Foggy,Highway,2,2,34.659199,68.230175
Raipur,Chhattisgarh,2023-04-17,09:23:30,Clear,Highway,1,7,21.480528,69.549797
Dehradun,Uttarakhand,2023-01-26,22:56:02,Clear,Highway,5,2,23.999623,77.851013
Shillong,Meghalaya,2021-10-28,06:02:17,Rainy,Rural Road,4,2,24.813858,92.78323
Guntur,Andhra Pradesh,2021-07-03,21:48:35,Rainy,Highway,1,0,29.513285,77.757848
Madurai,Tamil Nadu,2023-11-25,03:10:05,Foggy,Highway,1,6,25.401556,92.482788
Udaipur,Rajasthan,2021-04-27,13:22:40,Rainy,Highway,5,10,8.930036,96.990272
New Delhi,Delhi,2022-04-14,19:44:44,Foggy,Urban Road,4,4,29.522843,91.743164
Chennai,Tamil Nadu,2024-07-07,04:47:42,Cloudy,Highway,3,5,18.034284,91.752418
Imphal,Manipur,2023-08-19,21:25:13,Rainy,Rural Road,2,0,23.466944,82.479167
Itanagar,Arunachal Pradesh,2022-07-25,20:51:38,Foggy,Urban Road,3,9,29.186247,92.346532
New Delhi,Delhi,2021-12-15,22:57:54,Stormy,Urban Road,5,9,9.400534,88.479502
Coimbatore,Tamil Nadu,2021-05-29,04:29:26,Clear,Rural Road,2,5,28.063323,77.900757
Dehradun,Uttarakhand,2024-03-22,13:15:02,Clear,Urban Road,5,9,16.552968,88.226758
Kolkata,West Bengal,2021-09-10,19:51:09,Rainy,Rural Road,4,8,11.572422,85.040792
Bhopal,Madhya Pradesh,2021-08-27,11:49:55,Stormy,Urban Road,4,2,19.882639,82.471342
Visakhapatnam,Andhra Pradesh,2023-03-22,09:04:46,Rainy,Urban Road,4,7,23.913207,72.415113
Hubli,Karnataka,2022-01-26,21:01:20,Clear,Urban Road,1,10,8.968906,70.408122
Jamshedpur,Jharkhand,2024-04-06,20:28:43,Foggy,Urban Road,1,4,26.360509,94.784157
Shillong,Meghalaya,2024-09-06,10:21:48,Cloudy,Urban Road,1,10,36.540392,90.399413
Guwahati,Assam,2024-09-16,04:45:51,Stormy,Urban Road,4,2,17.004431,89.065187
Nagpur,Maharashtra,2024-09-09,08:26:36,Rainy,Rural Road,2,2,36.553758,69.462372
Tawang,Arunachal Pradesh,2022-02-07,03:43:58,Rainy,Urban Road,5,1,12.909969,96.844509
Bhopal,Madhya Pradesh,2024-06-03,22:53:47,Clear,Rural Road,4,6,34.678884,92.730723
Muzaffarpur,Bihar,2022-08-07,15:10:49,Stormy,Highway,2,4,22.467132,75.140804
Warangal,Telangana,2023-02-09,16:03:38,Rainy,Urban Road,2,0,27.490759,88.302048
Jamshedpur,Jharkhand,2022-09-01,19:37:02,Stormy,Rural Road,4,7,12.679754,72.535284
Bhopal,Madhya Pradesh,2024-01-11,11:00:40,Rainy,Highway,3,3,8.864692,75.171387
Ranchi,Jharkhand,2022-09-06,08:19:54,Cloudy,Rural Road,1,1,8.099898,73.902822
Mumbai,Maharashtra,2024-06-03,18:11:57,Foggy,Rural Road,5,5,28.438251,76.795315
